OG	OA	OE	OM	TeG	TeP1	TeP2	TeP3	TeP4	TeP5	TeMFC	TeMFT	TeMFA	TeMFM	TaG	TaMFC	TaMFT	TaMFA	TaMFM
0.27	0.46	0.01	0.35	1419.96	2500.51	2161.63	1466.14	1278.68	19.49	3.46	1039.50	9.40	938.28	35.96	0.32	105.33	0.94	37.26
0.27	0.46	0.00	0.35	1517.43	3001.79	1934.24	1567.89	1658.90	17.50	2.86	1221.70	10.05	719.61	38.88	0.27	125.25	1.01	29.00
0.28	0.48	0.01	0.36	1368.39	2637.87	2060.02	1244.55	1168.18	17.45	2.99	963.32	8.97	959.85	33.40	0.27	94.06	0.85	38.39
0.29	0.45	0.01	0.43	1610.52	2435.27	1984.40	1867.41	2050.92	18.49	3.86	1516.37	5.85	213.31	42.39	0.38	159.68	0.61	8.88
0.26	0.45	0.00	0.34	1553.09	2898.30	2137.50	1665.91	1512.01	20.65	3.50	1239.49	10.73	750.21	40.26	0.34	128.53	1.11	31.05
0.28	0.48	0.01	0.35	1423.86	2290.80	1922.79	1574.60	1531.50	17.47	3.15	1171.69	10.43	588.78	35.21	0.30	115.91	1.02	23.61
0.28	0.48	0.00	0.36	1456.51	2348.13	1995.48	1523.63	1639.96	20.11	2.76	1207.37	13.26	584.87	35.80	0.25	118.72	1.29	22.93
0.28	0.49	0.01	0.33	1042.32	2064.17	1453.37	1090.82	1036.80	14.12	2.63	802.05	10.00	646.64	25.33	0.24	78.01	0.95	22.14
0.28	0.46	0.00	0.38	1590.34	2624.52	2261.91	1621.56	1483.14	26.50	3.77	1220.53	9.71	839.22	41.07	0.37	126.10	1.01	36.80
0.29	0.48	0.00	0.38	1375.41	2913.08	1823.01	1452.04	1387.76	18.12	3.45	1095.48	10.28	685.71	33.57	0.31	106.98	0.98	26.00
0.29	0.50	0.00	0.36	1627.11	3095.44	2781.69	1551.07	1292.49	21.58	2.85	991.12	9.09	1387.10	38.67	0.25	94.23	0.84	59.34
0.28	0.49	0.00	0.35	1407.39	2775.95	1692.52	1536.89	1489.08	22.47	2.67	1091.76	10.28	761.39	34.07	0.24	105.74	0.99	29.33
0.28	0.46	0.00	0.37	1683.91	3043.77	2219.36	1850.63	1733.67	19.52	3.66	1403.47	8.56	644.47	42.86	0.35	142.91	0.85	27.31
0.26	0.45	0.00	0.33	1585.07	2958.72	2037.93	1835.92	1778.08	16.65	2.99	1360.59	9.38	521.54	41.09	0.29	141.10	0.96	22.00
0.28	0.46	0.00	0.37	1468.46	2376.85	1843.69	1578.37	1520.13	15.07	3.65	1252.64	11.37	516.70	37.78	0.34	128.95	1.17	20.67
0.26	0.48	0.00	0.30	1150.57	2310.97	1763.31	1072.88	1086.23	21.06	3.12	793.70	13.70	880.79	28.67	0.29	79.13	1.35	33.93
0.31	0.51	0.01	0.40	1278.87	2000.22	1678.52	1392.18	1462.60	17.71	2.59	1121.84	7.38	391.08	29.94	0.23	105.08	0.67	13.77
0.29	0.49	0.00	0.38	1417.00	2446.64	1908.55	1488.46	1418.89	17.96	2.83	1148.14	8.99	625.61	34.31	0.26	111.21	0.86	24.91
0.27	0.45	0.00	0.35	1674.72	2730.59	2073.42	1932.99	1846.39	15.67	3.87	1506.33	9.54	414.04	44.28	0.38	159.34	1.00	16.39
0.28	0.47	0.00	0.38	1438.74	1965.50	1762.61	1778.39	1680.57	17.74	3.72	1324.71	10.35	248.78	36.15	0.35	133.18	1.03	10.05
0.29	0.49	0.01	0.36	1556.67	3388.38	1999.60	1539.80	1499.69	16.31	3.57	1204.51	10.78	818.92	37.06	0.32	114.72	1.01	32.19
0.27	0.46	0.01	0.36	1480.88	2774.44	2055.58	1569.46	1525.00	18.14	3.79	1210.20	8.59	649.13	38.68	0.38	126.46	0.89	27.00
0.30	0.49	0.01	0.41	1292.25	2596.26	1639.59	1366.78	1341.81	17.75	3.25	1078.85	7.33	526.80	31.22	0.29	104.27	0.70	19.60
0.30	0.48	0.00	0.41	1576.22	2768.46	1947.11	1706.74	1648.03	15.81	3.03	1362.92	8.20	502.36	38.59	0.28	133.49	0.80	19.77
0.28	0.49	0.00	0.34	1402.34	2248.07	2291.41	1400.93	1309.32	16.22	3.26	1035.70	9.58	909.49	34.78	0.31	102.77	0.93	35.11
0.27	0.45	0.00	0.36	1362.34	2291.15	1952.38	1415.34	1407.96	19.81	3.87	1092.37	8.56	636.43	34.74	0.37	111.43	0.86	26.28
0.27	0.47	0.00	0.35	1478.11	2602.78	2155.38	1623.98	1614.38	19.23	3.17	1180.84	9.19	749.09	37.69	0.31	120.46	0.93	29.06
0.29	0.47	0.00	0.40	1504.12	2614.11	2056.61	1689.93	1616.65	16.71	3.50	1290.76	7.32	501.94	38.28	0.34	131.42	0.74	20.63
0.26	0.46	0.00	0.32	1448.98	2525.27	2121.06	1601.36	1099.51	19.19	3.20	889.81	12.49	1334.93	37.35	0.30	91.78	1.27	56.05
0.29	0.46	0.01	0.40	1624.57	2688.94	2260.70	1773.09	1675.55	15.79	3.10	1331.62	6.69	666.70	41.75	0.29	136.91	0.68	29.11
0.27	0.46	0.00	0.37	1701.42	2812.76	2389.60	1874.00	1613.61	17.50	2.87	1388.63	8.39	740.12	44.45	0.28	145.11	0.88	31.51
0.26	0.45	0.00	0.32	1537.97	2563.99	2063.07	1724.97	1579.05	18.77	3.41	1245.40	12.73	729.34	40.36	0.33	130.76	1.32	29.03
0.26	0.46	0.00	0.33	1486.22	2555.34	2423.82	1405.44	1316.66	20.99	3.94	988.11	12.04	1195.50	38.12	0.39	101.38	1.23	49.46
0.28	0.47	0.00	0.36	1490.10	2669.87	2145.21	1476.51	1450.51	17.45	3.30	1151.37	9.36	784.57	37.88	0.31	117.10	0.94	33.18
0.26	0.43	0.00	0.35	1863.00	2867.54	2973.44	1849.22	1825.42	19.01	3.50	1420.35	8.68	1007.53	50.19	0.34	153.08	0.93	46.39
0.28	0.47	0.00	0.38	1395.72	2645.78	1574.59	1565.00	1686.90	17.81	3.24	1229.96	8.56	389.80	34.45	0.30	121.45	0.84	15.21
0.27	0.47	0.01	0.33	1430.07	2722.10	2352.44	1183.60	1122.16	16.96	3.40	842.11	10.16	1378.02	35.82	0.32	84.40	0.99	57.58
0.29	0.47	0.00	0.39	1594.43	2138.20	2251.27	1881.45	1832.39	17.52	3.19	1385.08	8.43	475.13	39.63	0.29	137.71	0.84	19.65
0.27	0.47	0.00	0.34	1336.36	2380.03	1992.36	1435.89	1359.94	19.10	3.42	1046.31	11.27	703.54	33.88	0.34	106.10	1.14	27.94
0.26	0.42	0.00	0.36	1909.91	2776.32	2526.25	2209.71	2076.10	17.91	4.60	1686.16	9.11	518.26	52.02	0.46	183.73	0.99	22.89
0.28	0.46	0.00	0.38	1641.14	2759.94	2472.52	1732.18	1645.81	13.11	3.37	1263.98	9.17	905.87	42.17	0.32	129.94	0.94	37.48
0.27	0.45	0.00	0.37	1530.64	2735.44	2195.11	1467.37	1576.09	19.60	3.49	1143.24	9.34	917.87	39.45	0.33	117.89	0.95	38.63
0.28	0.48	0.00	0.37	1614.51	3111.06	2136.69	1518.04	1577.30	20.07	3.06	1229.74	8.23	931.34	39.65	0.27	120.81	0.80	36.71
0.24	0.44	0.01	0.27	1259.18	2609.56	1909.12	1137.80	1183.49	23.21	4.03	872.11	13.20	982.26	33.51	0.40	92.85	1.40	39.39
0.27	0.47	0.01	0.32	1197.24	2545.98	1779.06	1172.90	1080.06	17.90	2.73	836.14	11.28	903.88	29.70	0.26	82.99	1.10	34.44
0.28	0.50	0.01	0.34	1120.55	2471.43	1667.14	1032.09	935.69	19.56	2.81	750.50	16.92	890.15	26.76	0.25	71.71	1.61	33.48
0.29	0.48	0.00	0.39	1499.85	2490.99	2229.87	1491.67	1505.57	15.56	2.62	1194.88	6.57	753.35	37.24	0.24	118.69	0.63	29.38
0.25	0.45	0.00	0.30	1414.94	2734.69	1999.34	1436.78	1363.11	19.24	3.64	1058.85	14.87	861.14	36.88	0.36	110.42	1.53	35.21
0.30	0.49	0.00	0.39	1469.98	3162.90	1943.51	1539.14	1356.77	17.05	3.10	1114.10	6.18	819.71	35.44	0.27	107.44	0.60	33.43
0.28	0.48	0.00	0.37	1268.85	2551.35	1612.78	1322.64	1320.19	18.39	3.26	986.33	8.92	702.02	31.22	0.30	97.09	0.86	26.61
0.29	0.49	0.00	0.37	1450.28	2703.78	1775.59	1476.90	1747.21	16.20	3.18	1219.92	10.39	545.87	35.32	0.29	118.87	1.01	21.12
0.28	0.47	0.01	0.34	1372.68	3039.79	1766.63	1315.82	1302.42	19.71	3.82	1006.58	10.86	892.41	33.97	0.35	99.69	1.06	34.80
